"","tg","count","mean_inuidur1","mean_log_duration","median_inuidur1","median_log_duration","sd_inuidur1","sd_log_duration"
"1",0,3354,13.3378056052475,2.05682971149202,11,2.39789527279837,10.5988911946906,1.21351136060749
"2",4,3030,12.4333333333333,1.9772876040375,10,2.30258509299405,10.3138282064652,1.20286492788711
